user_id,purchase_date
10088,2024-05-27 21:42:08
10108,2024-05-12 22:45:18
10003,2024-05-19 12:24:02
10162,2024-05-12 09:31:05
10018,2024-05-27 07:10:12
10185,2024-05-31 18:22:50
10028,2024-05-31 20:43:08
10048,2024-05-29 12:19:50
10008,2024-05-08 16:36:07
10164,2024-05-26 09:18:08
10161,2024-05-18 10:35:32
10032,2024-05-17 18:51:16
10040,2024-05-24 09:51:23
10069,2024-05-31 18:20:36
10104,2024-05-30 11:57:22
10076,2024-05-22 19:44:54
10014,2024-05-26 20:29:33
10111,2024-05-18 21:57:16
10117,2024-05-25 15:28:28
10057,2024-05-26 22:14:48
10084,2024-05-30 11:25:08
10173,2024-05-30 18:39:07
10071,2024-05-26 20:43:20
10190,2024-05-08 16:59:41
10012,2024-05-25 20:32:06
10147,2024-05-29 22:56:13
10020,2024-05-31 19:58:06
10125,2024-05-31 18:02:38
10071,2024-05-25 19:01:41
10094,2024-05-17 08:20:43
10023,2024-05-29 17:39:33
10187,2024-05-14 23:31:30
10162,2024-05-09 09:06:50
10089,2024-05-19 17:41:30
10047,2024-05-31 18:19:42
10005,2024-05-19 20:44:58
10051,2024-05-25 12:51:39
10024,2024-05-25 22:03:13
10100,2024-05-25 19:46:27
10023,2024-05-28 10:24:21
10118,2024-05-26 21:01:05
10197,2024-05-26 22:04:15
10156,2024-05-12 19:27:46
10173,2024-05-28 21:10:55
10066,2024-05-17 10:10:51
10038,2024-05-12 12:37:28
10100,2024-05-25 14:01:51
10184,2024-05-20 12:23:19
10186,2024-05-28 19:15:31
10136,2024-05-26 20:22:33
10126,2024-05-24 10:57:13
10173,2024-05-30 15:01:13
10038,2024-05-10 14:32:39
10170,2024-05-11 12:53:19
10184,2024-05-17 19:33:10
10134,2024-05-18 10:50:19
10087,2024-05-12 19:55:01
10053,2024-05-30 16:23:53
10033,2024-05-19 18:34:54
10074,2024-05-25 21:22:07
10004,2024-05-26 14:08:04
10145,2024-05-26 03:00:15
10003,2024-05-25 23:12:10
10078,2024-05-19 10:19:30
10044,2024-05-26 22:20:10
10180,2024-05-18 20:08:18
10177,2024-05-24 22:22:45
10146,2024-05-27 21:33:18
10043,2024-05-26 20:13:23
10148,2024-05-18 19:04:13
10046,2024-05-31 14:45:05
10101,2024-05-29 02:39:02
10004,2024-05-21 16:51:33
10157,2024-05-25 08:20:44
10026,2024-05-31 19:40:08
10145,2024-05-25 15:44:19
10190,2024-05-19 08:47:00
10196,2024-05-23 20:36:43
10181,2024-05-17 21:26:24
10135,2024-05-31 14:36:31
10060,2024-05-31 22:47:20
10161,2024-05-17 13:17:37
10028,2024-05-31 07:56:20
10129,2024-05-23 15:05:41
10142,2024-05-24 17:26:43
10082,2024-05-26 12:34:43
10146,2024-05-26 17:50:45
10146,2024-05-25 19:25:12
10082,2024-05-31 09:52:17
10055,2024-05-30 17:04:28
10052,2024-05-24 05:28:04
10073,2024-05-10 12:04:05
10121,2024-05-26 22:00:18
10013,2024-05-25 12:27:24
10173,2024-05-27 22:24:31
10019,2024-05-12 18:13:51
10197,2024-05-25 14:50:59
10068,2024-05-18 09:11:56
10127,2024-05-17 04:27:42
10110,2024-05-19 13:04:29
10014,2024-05-28 21:34:42
10198,2024-05-19 21:48:14
10004,2024-05-25 00:02:04
10065,2024-05-18 07:12:55
10002,2024-05-22 00:19:33
10107,2024-05-26 20:59:21
10113,2024-05-31 18:09:32
10086,2024-05-19 12:02:33
10124,2024-05-29 17:12:25
10087,2024-05-15 14:40:04
10082,2024-05-31 09:28:51
10094,2024-05-20 19:46:16
10195,2024-05-25 21:05:54
10059,2024-05-31 10:21:30
10145,2024-05-30 21:07:51
10039,2024-05-18 22:45:28
10013,2024-05-22 22:35:13
10152,2024-05-21 19:44:45
10164,2024-05-31 19:21:29
10082,2024-05-29 20:55:07
10094,2024-05-26 19:36:59
10169,2024-05-31 14:47:43
10113,2024-05-26 22:26:39
10163,2024-05-24 09:27:25
10120,2024-05-18 08:39:03
10083,2024-05-30 22:28:31
10157,2024-05-26 19:42:39
10125,2024-05-26 21:20:11
10162,2024-05-04 20:36:55
10196,2024-05-18 22:33:12
10102,2024-05-23 08:33:40
10125,2024-05-31 10:39:17
10142,2024-05-31 20:28:21
10053,2024-05-11 12:20:39
10151,2024-05-24 07:09:19
10091,2024-05-21 21:07:02
10191,2024-05-31 19:55:29
10031,2024-05-23 20:41:38
10146,2024-05-26 20:47:05
10107,2024-05-28 19:17:38
10050,2024-05-30 14:13:05
10043,2024-05-30 21:57:12
10199,2024-05-04 08:08:52
10186,2024-05-31 08:37:10
10014,2024-05-31 12:10:15
10145,2024-05-31 19:31:44
10169,2024-05-31 03:20:17
10106,2024-05-29 22:02:58
10170,2024-05-26 22:31:12
10068,2024-05-10 11:40:09
10149,2024-05-26 20:35:11
10168,2024-05-25 05:28:33
10109,2024-05-29 20:43:05
10176,2024-05-12 12:22:38
10084,2024-05-13 14:02:53
10118,2024-05-26 11:26:34
10180,2024-05-25 09:03:54
10062,2024-05-31 12:30:28
10041,2024-05-31 12:17:10
10136,2024-05-24 20:26:17
10171,2024-05-12 20:05:05
10145,2024-05-26 21:34:09
10113,2024-05-31 18:49:55
10087,2024-05-19 09:42:17
10037,2024-05-31 18:47:29
10117,2024-05-26 19:05:42
10098,2024-05-26 14:19:52
10171,2024-05-23 09:03:44
10167,2024-05-21 16:36:35
10096,2024-05-24 20:36:57
10108,2024-05-19 11:20:07
10160,2024-05-07 05:05:59
10141,2024-05-26 18:36:51
10128,2024-05-19 21:09:22
10184,2024-05-20 20:42:16
10161,2024-05-18 09:42:42
10037,2024-05-31 18:21:42
10089,2024-05-13 18:49:18
10135,2024-05-08 09:25:49
10122,2024-05-18 10:48:43
10176,2024-05-17 20:01:50
10021,2024-05-26 19:27:05
10073,2024-05-17 18:09:07
10194,2024-05-26 10:53:12
10174,2024-05-28 11:29:12
10037,2024-05-31 20:08:42
10162,2024-05-08 16:08:00
10030,2024-05-29 18:20:41
10059,2024-05-31 17:47:12
10176,2024-05-21 15:19:57
10195,2024-05-27 12:37:24
10138,2024-05-26 19:21:33
10023,2024-05-27 18:47:18
10049,2024-05-25 22:27:00
10039,2024-05-19 20:30:37
10058,2024-05-16 10:29:52
10120,2024-05-19 19:11:03
10062,2024-05-31 12:58:29
10105,2024-05-30 17:44:47
10008,2024-05-20 07:28:44
10193,2024-05-27 06:27:30
10039,2024-05-30 18:01:30
10156,2024-05-20 06:08:20
10194,2024-05-23 20:49:48
10148,2024-05-18 12:19:12
10016,2024-05-26 23:54:51
10091,2024-05-17 12:55:39
10173,2024-05-31 22:06:21
10127,2024-05-08 05:21:20
10005,2024-05-30 10:59:51
10073,2024-05-05 08:05:32
10147,2024-05-17 23:08:06
10170,2024-05-15 21:53:02
10101,2024-05-31 16:05:01
10158,2024-05-25 10:04:53
10098,2024-05-26 15:18:56
10166,2024-05-15 22:12:25
10093,2024-05-24 21:08:15
10134,2024-05-11 18:27:58
10056,2024-05-25 05:43:15
10158,2024-05-31 18:21:15
10200,2024-05-29 02:58:18
10169,2024-05-31 12:19:40
10029,2024-05-31 13:57:12
10101,2024-05-25 18:00:55
10098,2024-05-31 06:50:15
10077,2024-05-30 15:45:07
10070,2024-05-27 22:29:41
10110,2024-05-26 17:23:34
10049,2024-05-28 18:35:28
10197,2024-05-26 01:23:59
10014,2024-05-31 11:27:47
10057,2024-05-26 18:44:11
10066,2024-05-18 10:09:34
10096,2024-05-23 18:23:52
10021,2024-05-26 14:43:51
10028,2024-05-31 15:54:32
10164,2024-05-31 23:39:39
10024,2024-05-26 21:41:52
10134,2024-05-20 21:37:39
10055,2024-05-30 16:02:39
10173,2024-05-28 09:13:05
10023,2024-05-30 13:04:24
10098,2024-05-25 09:46:06
10012,2024-05-23 19:45:08
10164,2024-05-30 05:12:49
10015,2024-05-26 12:30:24
10175,2024-05-14 09:06:14
10095,2024-05-29 18:30:28
10087,2024-05-12 18:52:05
10130,2024-05-31 14:05:21
10103,2024-05-15 14:09:11
10152,2024-05-25 08:54:56
10118,2024-05-25 11:54:58
10178,2024-05-19 20:37:46
10062,2024-05-31 07:30:51
10070,2024-05-31 22:02:08
10073,2024-05-12 21:16:13
10199,2024-05-30 21:56:54
10147,2024-05-20 12:23:50
10010,2024-05-31 23:44:38
10117,2024-05-31 19:18:02
10029,2024-05-26 19:27:24
10027,2024-05-26 09:18:52
10153,2024-05-17 12:52:23
10071,2024-05-18 22:29:30
10050,2024-05-05 18:58:38
10170,2024-05-22 13:47:04
10034,2024-05-26 13:16:39
10116,2024-05-31 15:20:12
10163,2024-05-25 20:06:56
10172,2024-05-24 13:53:55
10096,2024-05-25 17:38:18
10138,2024-05-18 23:32:05
10124,2024-05-26 13:48:19
10164,2024-05-25 22:07:49
10163,2024-05-30 18:54:10
10186,2024-05-29 13:11:32
10152,2024-05-04 21:41:44
10130,2024-05-31 05:07:05
10080,2024-05-31 12:52:05
10061,2024-05-24 22:38:49
