user_id,register_date
10135,2024-05-05 12:33:25
10136,2024-05-20 20:49:40
10137,2024-05-19 14:34:06
10138,2024-05-13 12:43:44
10139,2024-05-04 13:32:51
10140,2024-05-16 18:47:30
10141,2024-05-26 16:49:49
10142,2024-05-22 09:18:42
10143,2024-05-02 14:46:05
10144,2024-05-21 14:44:23
10145,2024-05-24 20:15:54
10146,2024-05-25 11:56:19
10147,2024-05-12 12:16:14
10148,2024-05-01 12:27:18
10149,2024-05-17 21:49:39
10150,2024-05-04 11:27:15
10151,2024-05-21 20:40:51
10152,2024-05-03 18:57:44
10153,2024-05-11 22:34:40
10154,2024-05-05 23:56:19
10155,2024-05-19 02:56:55
10156,2024-05-12 15:20:31
10157,2024-05-19 21:51:38
10158,2024-05-24 18:26:17
10159,2024-05-17 17:12:21
10160,2024-05-03 07:55:58
10161,2024-05-12 21:13:09
10162,2024-05-03 13:07:32
10163,2024-05-24 15:10:02
10164,2024-05-08 20:17:23
10165,2024-05-27 18:57:43
10166,2024-05-11 14:42:26
10167,2024-05-12 17:38:56
10168,2024-05-20 21:55:28
10169,2024-05-28 22:30:48
10170,2024-05-11 18:16:11
10171,2024-05-12 21:28:24
10172,2024-05-03 01:47:05
10173,2024-05-27 14:51:09
10174,2024-05-15 21:57:06
10175,2024-05-12 20:06:42
10176,2024-05-12 07:10:04
10177,2024-05-18 13:46:27
10178,2024-05-05 20:38:01
10179,2024-05-29 23:23:40
10180,2024-05-11 14:21:41
10181,2024-05-15 22:00:20
10182,2024-05-04 13:44:13
10183,2024-05-12 10:59:54
10184,2024-05-08 10:35:00
10185,2024-05-31 10:57:20
10186,2024-05-24 12:07:09
10187,2024-05-07 22:27:27
10188,2024-05-13 23:32:22
10189,2024-05-05 14:34:03
10190,2024-05-04 18:28:34
10191,2024-05-12 21:38:08
10192,2024-05-27 20:38:05
10193,2024-05-12 22:39:18
10194,2024-05-20 11:31:05
10195,2024-05-21 17:48:02
10196,2024-05-12 20:31:19
10197,2024-05-24 08:17:34
10198,2024-05-10 12:54:28
10199,2024-05-03 12:04:06
10200,2024-05-21 03:13:43
